10,0.0188101,4.42666,0.0222847,4.46951
20,0.0314382,1.94993,0.0437413,2.02174
40,0.0836468,0.218529,0.131932,0.30082
80,0.157378,0.336523,0.197259,0.272068
160,0.22934,0.50805,0.320967,0.490951
320,0.511866,0.710334,0.86787,0.713261
640,1.19054,0.821951,1.35902,0.820789
1280,2.55087,0.851475,2.79608,0.849025
2560,5.02285,0.880265,6.71137,0.878488
