10,0.0186099,3.45864,0.0444262,3.4497
20,0.0373207,1.54677,0.0450926,1.53429
40,0.124731,0.638742,0.224706,0.628382
80,0.243148,0.393339,0.258319,0.370912
160,0.336511,0.408803,0.798805,0.403328
320,0.914691,0.308073,0.639159,0.307234
640,1.15274,0.272732,1.38203,0.273733
1280,2.35487,0.304596,3.08138,0.305232
2560,3.92219,0.318281,5.23772,0.318946
