10,0.0170705,3.76528,0.0252509,3.76552
20,0.0314621,1.79109,0.0516619,1.78196
40,0.0695396,0.920763,0.117638,0.906503
80,0.123686,0.445123,0.188228,0.434584
160,0.169356,0.215129,0.258904,0.208343
320,0.370638,0.272858,0.667887,0.270754
640,0.784259,0.172976,1.12191,0.172137
1280,1.61075,0.103246,2.58495,0.102333
2560,4.31847,0.0739195,4.91356,0.073686
