10,0.0266506,5.42894,0.0351881,5.4744
20,0.0538683,2.8269,0.0747568,2.9015
40,0.113844,1.1688,0.156443,1.25152
80,0.267549,0.637717,0.391983,0.702376
160,0.303881,0.452592,0.346308,0.468212
320,0.534396,0.273591,0.662804,0.273266
640,1.03385,0.15115,1.21456,0.152018
1280,2.17681,0.137279,3.37933,0.139112
2560,4.45874,0.0954759,4.83096,0.0972991
