10,0.0156472,3.73252,0.0254844,3.72795
20,0.0285891,1.85496,0.045882,1.84746
40,0.0679176,0.952069,0.0942547,0.943755
80,0.146242,0.470676,0.180309,0.464177
160,0.22128,0.318852,0.280925,0.314796
320,0.382557,0.217348,0.648348,0.217997
640,0.803709,0.1138,1.15367,0.113795
1280,1.6163,0.0964187,2.31828,0.0963916
2560,3.54115,0.0666614,4.7612,0.0669619
