10,0.0164264,5.11179,0.0231659,5.10939
20,0.0299824,3.4712,0.0293434,3.56211
40,0.0510841,1.48911,0.111791,1.63099
80,0.133211,0.90078,0.166877,1.00565
160,0.270159,0.635466,0.349402,0.668938
320,0.510115,0.394696,0.669791,0.396398
640,0.821776,0.276197,1.19314,0.281509
1280,4.40078,0.190706,3.62752,0.202446
2560,7.66772,0.148692,6.28794,0.155817
